qtr,down,time,TimeUnder,TimeSecs,yrdline100,ydstogo,GoalToGo,FirstDown,DefensiveTeam,Yards.Gained,Touchdown,ExPointResult,TwoPointConv,play_type,PassAttempt,PassOutcome,PassLength,QBHit,PassLocation,InterceptionThrown,RushAttempt,RunLocation,RunGap,FieldGoalResult,FieldGoalDistance,Fumble,RecFumbTeam,Sack,ScoreDiff,AbsScoreDiff,HomeTeam,AwayTeam,posteam_timeouts_pre,HomeTimeouts_Remaining_Pre,AwayTimeouts_Remaining_Pre,Season,TimeSecs_Remaining,Under_TwoMinute_Warning,no_score_prob,opp_fg_prob,opp_safety_prob,opp_td_prob,fg_prob,safety_prob,td_prob,extra_point_prob,two_point_conversion_prob,ep,epa
1,1,14:52:00,15,3592,49,10,0,0,BUF,0,0,NA,NA,Pass,1,Incomplete Pass,Short,0,right,0,0,NA,NA,NA,NA,0,NA,0,0,0,NE,BUF,3,3,3,2009,1792,0,4.041363472231708e-4,0.3243642538539955,0.08240238572564336,4.3888840465141195e-4,0.12748497901022277,0.0037984896660005255,0.46110686699226333,0,0,2.4768302334626795,-0.37194735479880636
1,2,14:47:00,15,3587,49,10,0,0,BUF,3,0,NA,NA,Run,0,NA,NA,0,NA,0,1,right,end,NA,NA,0,NA,0,0,0,NE,BUF,3,3,3,2009,1787,0,4.471964877141208e-4,0.3359037011599642,0.09841969281059458,7.664868787470536e-4,0.15372592602767074,0.00430759572279875,0.4064294009125106,0,0,2.104882878663873,-0.44080203704773435
1,3,14:03:00,15,3543,46,7,0,0,BUF,6,0,NA,NA,Pass,1,Complete,Short,1,middle,0,0,NA,NA,NA,NA,0,NA,0,0,0,NE,BUF,3,3,3,2009,1743,0,5.383684661243741e-4,0.3612952319990031,0.11073242835972028,8.558199651772593e-4,0.17142425015264834,0.00498558475408048,0.35016831630324624,0,0,1.6640808416161388,-0.3115930178984123
1,4,13:39:00,14,3519,40,1,0,1,BUF,0,0,NA,NA,Run,0,NA,NA,0,NA,0,1,left,tackle,NA,NA,0,NA,0,0,0,NE,BUF,3,3,3,2009,1719,0,7.165033217230037e-4,0.36336629014603705,0.12912664808454202,0.001125144086888849,0.19945505317312806,0.006624337780001338,0.29958602340767954,0,0,1.3524878237177265,-3.663347655548489
1,1,12:14:00,13,3434,83,10,0,1,BUF,11,0,NA,NA,Run,0,NA,NA,0,NA,0,1,middle,NA,NA,NA,0,NA,0,0,0,NE,BUF,3,3,3,2009,1634,0,0.0016927627014428472,0.2135680680529691,0.1894253087057965,0.008060711705523912,0.2838205887959425,0.003726509350420801,0.29970605068790435,0,0,1.8808773363948321,0.1974164553654878
1,1,11:38:00,12,3398,72,10,0,0,BUF,2,0,NA,NA,Pass,1,Complete,Short,0,middle,0,0,NA,NA,NA,NA,0,NA,0,0,0,NE,BUF,3,3,3,2009,1598,0,0.001584976283524028,0.25778825332921035,0.15214989196536585,0.0032024933228747246,0.22494626166526363,0.003751972018663033,0.35657615141509846,0,0,2.07829379176032,-0.13080673322965541
1,2,11:38:00,12,3398,70,8,0,0,BUF,0,0,NA,NA,No Play,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,0,NE,BUF,3,3,3,2009,1598,0,0.0015952158719975418,0.2468827024022804,0.1680001027710364,0.0035785789652297687,0.24742565684607679,0.004143149701139442,0.3283745934422397,0,0,1.9474870585306645,-0.21954074104274923
1,2,10:38:00,11,3338,75,13,0,0,BUF,0,0,NA,NA,Pass,1,Incomplete Pass,Short,0,right,0,0,NA,NA,NA,NA,0,NA,0,0,0,NE,BUF,3,3,3,2009,1538,0,0.0022275101253291353,0.22747644616076595,0.1941300468532011,0.005429004310660056,0.2844421936296234,0.004150278696115244,0.28214452022430503,0,0,1.7279463174879153,-0.15744601886017806
1,3,10:34:00,11,3334,75,13,0,1,BUF,20,0,NA,NA,Pass,1,Complete,Deep,0,left,0,0,NA,NA,NA,NA,0,NA,0,0,0,NE,BUF,3,3,3,2009,1534,0,0.0022421136637280448,0.18334708925374413,0.23506286408662327,0.006109179479938011,0.33876127878642937,0.004838921708853325,0.22963855302068392,0,0,1.5705002986277372,0.7028130102617869
1,1,09:51:00,10,3291,55,10,0,1,BUF,0,0,NA,NA,No Play,1,Incomplete Pass,Short,0,left,0,0,NA,NA,NA,NA,0,NA,0,0,0,NE,BUF,3,3,3,2009,1491,0,0.0016316630795350073,0.3206910572009214,0.10069240466237003,7.008832420635191e-4,0.1438034390885158,0.003419342768046749,0.4290612099585474,0,0,2.273313308889524,0.04944677840810208
1,1,09:41:00,10,3281,50,10,0,0,BUF,8,0,NA,NA,Run,0,NA,NA,0,NA,0,1,left,guard,NA,NA,0,NA,0,0,0,NE,BUF,3,3,3,2009,1481,0,0.0014840714596549179,0.3357228879536355,0.08761406432569714,4.438767384712036e-4,0.12458420211551423,0.0033089742433013657,0.4468419231637257,0,0,2.322760087297626,0.21111155070058185
1,2,09:01:00,10,3241,42,2,0,0,BUF,0,0,NA,NA,Pass,1,Incomplete Pass,Short,1,right,0,0,NA,NA,NA,NA,0,NA,0,0,0,NE,BUF,3,3,3,2009,1441,0,0.0014495532276021553,0.3436901704071246,0.06912636653106613,2.9460125947810466e-4,0.09460173325833843,0.002882227178337609,0.4879553481380529,0,0,2.533871637998208,-0.48378845668692527
1,3,08:59:00,9,3239,42,2,0,1,BUF,10,0,NA,NA,Run,0,NA,NA,0,NA,0,1,middle,NA,NA,NA,0,NA,0,0,0,NE,BUF,3,3,3,2009,1439,0,0.0015973123889437705,0.365099001691625,0.08673829549450279,5.281146318107061e-4,0.12089870078318003,0.0032225095242532503,0.42191606548568455,0,0,2.0500831813112828,0.37507763729846166
1,1,08:24:00,9,3204,32,10,0,0,BUF,5,0,NA,NA,Run,0,NA,NA,0,NA,0,1,right,guard,NA,NA,0,NA,0,0,0,NE,BUF,3,3,3,2009,1404,0,0.0011938883222625562,0.38097718704764333,0.05102432999510749,8.116116039214728e-5,0.07063804052903855,0.002760540868074476,0.49332485207748145,0,0,2.4251608186097444,-0.30741349975285814
1,2,07:40:00,8,3160,27,5,0,0,BUF,1,0,NA,NA,Pass,1,Complete,Short,0,left,0,0,NA,NA,NA,NA,0,NA,0,0,0,NE,BUF,3,3,3,2009,1360,0,0.0013017274208210789,0.41725942281708495,0.04737069183091309,9.598245340778998e-5,0.06491681669217524,0.0026398226863778482,0.4664155360992201,0,0,2.1177473188568863,-0.9037218816685932
1,3,06:59:00,7,3119,26,4,0,0,BUF,2,0,NA,NA,Run,0,NA,NA,0,NA,0,1,middle,NA,NA,NA,0,NA,0,0,0,NE,BUF,3,3,3,2009,1319,0,0.001645189443948149,0.4952648497483543,0.055256812855968965,1.5141995394723319e-4,0.0767811325740201,0.003050802773092973,0.3678497926506683,0,0,1.214025437188293,0.811203127271201
1,4,06:22:00,7,3082,24,2,0,1,BUF,0,0,NA,NA,Field Goal,0,NA,NA,0,NA,0,0,NA,NA,No Good,41,0,NA,0,0,0,NE,BUF,3,3,3,2009,1282,0,0.001052214434552473,0.03784301133677164,6.284830950597658e-4,0.07150741838599384,0.8605908148717634,0.027970471276883596,4.0758659897537726e-4,0,0,2.025228564459494,0
1,1,02:51:00,3,2871,68,10,0,0,BUF,0,0,NA,NA,Pass,1,Incomplete Pass,Short,0,middle,0,0,NA,NA,NA,NA,0,NA,0,-7,7,NE,BUF,3,3,3,2009,1071,0,0.0202524299696838,0.24048114408622656,0.14430742982663133,0.0023616329168043644,0.20397517270206822,0.0032965620679079183,0.38532562843067797,0,0,2.2892083189271935,-0.26057480014391876
1,2,02:46:00,3,2866,68,10,0,0,BUF,4,0,NA,NA,Run,0,NA,NA,0,NA,0,1,right,guard,NA,NA,0,NA,0,-7,7,NE,BUF,3,3,3,2009,1066,0,0.021700026679824683,0.22689868712218567,0.16949507257565605,0.0033011622982215007,0.24007782184472792,0.003699242100235817,0.33482798737914843,0,0,2.0286335187832747,-0.04209326177868178
1,3,02:03:00,3,2823,64,6,0,0,BUF,-10,0,NA,NA,Sack,0,NA,NA,1,NA,0,0,NA,NA,NA,NA,0,NA,1,-7,7,NE,BUF,3,3,3,2009,1023,0,0.02439240193930903,0.21263081829033853,0.18260072022584323,0.003016295733102282,0.2527130681672799,0.0039835703103434685,0.3206631253337835,0,0,1.986540257004593,-0.5403991029551194
1,4,01:37:00,2,2797,74,16,0,1,BUF,5,0,NA,NA,Punt,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,NA,0,-7,7,NE,BUF,3,3,3,2009,997,0,0.03251222041471967,0.09179382969610941,0.3009778076737836,0.0066979383169775445,0.3955714296563515,0.004695576391850191,0.16775119785020814,0,0,1.4461411540494735,-3.4493052032271465
2,1,13:34:00,14,2614,72,10,0,1,BUF,9,0,NA,NA,Run,0,NA,NA,0,NA,0,1,right,end,NA,NA,0,NA,0,-7,7,NE,BUF,3,3,3,2009,814,0,0.05914661731999484,0.21758031543382864,0.15117959781917412,0.003013851581953214,0.20427480781870894,0.0029463413458714364,0.36185846868046867,0,0,2.175529283897644,-0.38162544680814814
2,1,13:10:00,14,2590,78,16,0,0,BUF,13,0,NA,NA,Pass,1,Complete,Short,0,left,0,0,NA,NA,NA,NA,0,NA,0,-7,7,NE,BUF,3,3,3,2009,790,0,0.07240021259361303,0.20519237909578383,0.1789578838467194,0.004697058290278995,0.23874061663212637,0.003205729316897701,0.2968061202245807,0,0,1.793903837089496,0.6138514108453934
2,2,12:32:00,13,2552,65,3,0,0,BUF,0,0,NA,NA,Run,0,NA,NA,0,NA,0,1,left,guard,NA,NA,0,NA,0,-7,7,NE,BUF,3,3,3,2009,752,0,0.06751991133111349,0.21650965301849665,0.13470138230128617,0.0019303783004702975,0.17520223187076375,0.002872435632226908,0.4012640075456427,0,0,2.4077552479348894,-0.1998437584805175
2,3,12:04:00,13,2524,65,3,0,1,BUF,7,0,NA,NA,Pass,1,Complete,Short,0,left,0,0,NA,NA,NA,NA,0,NA,0,-7,7,NE,BUF,3,3,2,2009,724,0,0.07665650459750444,0.18752047285434734,0.16425513887930454,0.00274611437672043,0.21211240443661736,0.003019356177065461,0.3536900086784404,0,0,2.207911489454372,0.2232469676989397
2,1,11:22:00,12,2482,58,10,0,0,BUF,0,0,NA,NA,Pass,1,Incomplete Pass,Short,0,left,0,0,NA,NA,NA,NA,0,NA,0,-7,7,NE,BUF,3,3,2,2009,682,0,0.07082212234058961,0.2545222610936902,0.105404463700874,8.483796349314517e-4,0.1384457209904853,0.0027127406733621095,0.4272443115660672,0,0,2.4311584571533116,-0.3209533526271544
2,2,11:17:00,12,2477,58,10,0,0,BUF,1,0,NA,NA,Run,0,NA,NA,0,NA,0,1,left,guard,NA,NA,0,NA,0,-7,7,NE,BUF,3,3,2,2009,677,0,0.07733061446834243,0.25266494583647375,0.12513434534953757,0.0013363900489588012,0.16539160523443452,0.0030692292123416435,0.3750728698499112,0,0,2.110205104526157,-0.36227605320531553
2,3,10:35:00,11,2435,57,9,0,1,BUF,16,0,NA,NA,Pass,1,Complete,Short,0,left,0,0,NA,NA,NA,NA,0,NA,0,-7,7,NE,BUF,3,3,2,2009,635,0,0.09390344701889526,0.2419329713349566,0.14988172157475574,0.001633382751635555,0.1963485836599405,0.003643983772373042,0.31265590988744346,0,0,1.7479290513208416,0.9472765433475481
2,1,09:53:00,10,2393,41,10,0,1,BUF,16,0,NA,NA,Pass,1,Complete,Deep,0,middle,0,0,NA,NA,NA,NA,0,NA,0,-7,7,NE,BUF,3,3,2,2009,593,0,0.06311718438582896,0.293222365235592,0.06479825257513026,1.759875227361586e-4,0.08329708103667678,0.0023828079267406155,0.4930063213172953,0,0,2.6952055946683897,0.19232544026655995
2,1,09:14:00,10,2354,25,10,0,0,BUF,1,0,NA,NA,Run,0,NA,NA,0,NA,0,1,right,end,NA,NA,0,NA,0,-7,7,NE,BUF,3,3,2,2009,554,0,0.04560393614865154,0.32264558678213284,0.03948688684311339,3.89393646654248e-5,0.05014428944619579,0.002056250745008318,0.5400241106702327,0,0,2.8875310349349497,-0.5461200841429785
2,2,08:33:00,9,2313,24,9,0,0,BUF,6,0,NA,NA,Run,0,NA,NA,0,NA,0,1,left,guard,NA,NA,0,NA,0,-7,7,NE,BUF,3,3,2,2009,513,0,0.056517390762406715,0.3623708676634459,0.04436276660802574,7.773238926995107e-5,0.05696382934263654,0.0022100333888332648,0.477497379845382,0,0,2.341410950791971,-0.6968340480598503
2,3,07:56:00,8,2276,18,3,0,1,BUF,4,0,NA,NA,Run,0,NA,NA,0,NA,0,1,left,guard,NA,NA,0,NA,0,-7,7,NE,BUF,3,3,2,2009,476,0,0.05829514062145762,0.43852390905793176,0.03885102194464968,7.32096191136471e-5,0.050165608541318234,0.002154291200729295,0.41193681901479967,0,0,1.6445769027321209,1.3168205053662043
2,1,07:12:00,8,2232,14,10,0,0,BUF,0,0,NA,NA,Pass,1,Incomplete Pass,Short,0,right,0,0,NA,NA,NA,NA,0,NA,0,-7,7,NE,BUF,3,3,2,2009,432,0,0.051069692745347194,0.3297384706181915,0.02687083898137616,1.2943782823397766e-5,0.03326232174540911,0.0017323971457559747,0.5573133349810967,0,0,2.961397408098325,-0.6786013183381594
2,2,07:08:00,8,2228,14,10,0,1,BUF,13,0,NA,NA,Pass,1,Complete,Short,0,middle,0,0,NA,NA,NA,NA,0,NA,0,-7,7,NE,BUF,3,3,2,2009,428,0,0.05696939342508139,0.3864064167741403,0.03156544544894954,3.256579705159044e-5,0.04005366097675751,0.0019188828833126555,0.48305363469470697,0,0,2.282796089760166,3.9774749848892172
2,1,06:25:00,7,2185,1,1,1,0,BUF,1,1,NA,NA,Run,0,NA,NA,0,NA,0,1,right,guard,NA,NA,0,NA,0,-7,7,NE,BUF,3,3,2,2009,385,0,0.015278807635226191,0.05327938206174785,0.006326418098001452,6.667097434360699e-5,0.008865752276297422,0.001329857131708614,0.9148531118226749,0,0,6.260271074649383,0.739728925350617
2,1,03:38:00,4,2018,65,10,0,0,BUF,0,1,NA,NA,Pass,1,Incomplete Pass,Short,1,middle,1,0,NA,NA,NA,NA,0,NA,0,0,0,NE,BUF,3,3,2,2009,218,0,0.2781874043092931,0.24782909076880447,0.10804718531386504,8.880791886207518e-4,0.10946574760298391,0.001421729047742834,0.25416076376869,0,0,1.1445678500307788,-8.144567850030779
2,1,03:25:00,4,2005,70,10,0,1,BUF,14,0,NA,NA,Pass,1,Complete,Short,1,right,0,0,NA,NA,NA,NA,0,NA,0,-6,6,NE,BUF,3,3,2,2009,205,0,0.3919859433101609,0.1502855586629063,0.09393922881751124,0.0013880396745501664,0.11077998138338571,0.0015362650700441914,0.2500849830814415,0,0,1.4375559445147434,0.2837809503428994
2,1,02:46:00,3,1966,56,10,0,0,BUF,7,0,NA,NA,Run,0,NA,NA,0,NA,0,1,middle,NA,NA,NA,0,NA,0,-6,6,NE,BUF,3,3,2,2009,166,0,0.346371889210695,0.18822020893957342,0.07013910310733353,4.2630052030936185e-4,0.0817211859578707,0.001550582437988553,0.31157072982622946,0,0,1.7213368948576429,0.07608929023986066
2,2,02:00:00,2,1920,49,3,0,0,BUF,0,0,NA,NA,Pass,1,Incomplete Pass,Short,0,right,0,0,NA,NA,NA,NA,0,NA,0,-6,6,NE,BUF,3,3,2,2009,120,0,0.3563893766347157,0.18945326521691128,0.0592784084354875,3.0895615772144505e-4,0.06708166548259085,0.0014315604465044815,0.3260567676260687,0,0,1.7974261850975035,-1.1414919340909475
2,3,01:55:00,2,1915,49,3,0,1,BUF,14,0,NA,NA,Pass,1,Complete,Short,0,right,0,0,NA,NA,NA,NA,0,NA,0,-6,6,NE,BUF,3,3,2,2009,115,1,0.47686440620761883,0.23998991190889335,0.05172880483880573,7.038858871749614e-4,0.03192006269227931,6.043779424720676e-4,0.19818855052275572,0,0,0.655934251006556,0.4568879372137813
2,1,01:55:00,2,1915,35,10,0,1,BUF,0,0,NA,NA,No Play,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,NA,0,-6,6,NE,BUF,3,3,2,2009,115,1,0.33023112660769455,0.3220096872051298,0.030614148738168482,9.856559139232127e-5,0.018927532543784167,5.691332752713235e-4,0.2975498060385593,0,0,1.1128221882203373,-0.3003483663639913
2,1,01:23:00,2,1883,40,15,0,1,BUF,31,0,NA,NA,Pass,1,Complete,Short,0,middle,0,0,NA,NA,NA,NA,0,NA,0,-6,6,NE,BUF,3,3,2,2009,83,1,0.39949621766972254,0.2992770388511635,0.03438643113968711,1.383880358214146e-4,0.02097406108824783,5.941417664571078e-4,0.24513372144890042,0,0,0.812473821856346,1.0869223765357057
2,1,01:14:00,2,1874,9,9,1,0,BUF,6,0,NA,NA,Pass,1,Complete,Short,0,right,0,0,NA,NA,NA,NA,0,NA,0,-6,6,NE,BUF,3,3,2,2009,74,1,0.14278357388561996,0.3995637678902026,0.009575160261356137,6.003001278523208e-6,0.004418950309658247,3.0896397956932284e-4,0.4433435806723154,0,0,1.8993961983920518,1.0768485015753322
2,2,00:32:00,1,1832,3,3,1,0,BUF,0,0,NA,NA,Pass,1,Incomplete Pass,Short,0,left,0,0,NA,NA,NA,NA,0,NA,0,-6,6,NE,BUF,3,3,2,2009,32,1,0.14667568530871625,0.2885691178226066,0.0096180880662081,4.999650923889594e-5,0.005266221370250007,6.013390878636839e-4,0.5492195518351164,0,0,2.976244699967384,-1.3977336469895025
2,3,00:26:00,1,1826,3,3,1,0,BUF,1,0,NA,NA,Run,0,NA,NA,0,NA,0,1,left,tackle,NA,NA,0,NA,0,-6,6,NE,BUF,3,3,1,2009,26,1,0.17355409443035105,0.4068215877381598,0.011776483951353759,1.0794977701268678e-4,0.006776882467640788,7.574452634278107e-4,0.4002055563720542,0,0,1.5785110529778814,1.3942017737954342
2,4,00:05:00,1,1805,2,2,1,0,BUF,0,0,NA,NA,Field Goal,0,NA,NA,0,NA,0,0,NA,NA,Good,20,0,NA,0,-6,6,NE,BUF,2,2,1,2009,5,1,0,0,0,0,0.9909042755911052,0,0,0,0,2.9727128267733156,0.02728717322668439
3,1,12:51:00,13,1671,97,10,0,0,BUF,3,0,NA,NA,Pass,1,Complete,Short,0,left,0,0,NA,NA,NA,NA,0,NA,0,-3,3,NE,BUF,3,3,3,2009,1671,0,0.0022222528153579735,0.14826962953112094,0.23690841228324422,0.0256820726950189,0.36714648942417555,0.0034105532429424953,0.21636059000814006,0,0,1.5243844827904085,0.03773282491412444
3,2,12:12:00,13,1632,94,7,0,1,BUF,7,0,NA,NA,Pass,1,Complete,Short,0,right,0,0,NA,NA,NA,NA,0,NA,0,-3,3,NE,BUF,3,3,3,2009,1632,0,0.002517991430615836,0.13081898150335877,0.2538675637231466,0.01972668665873482,0.38315378356417534,0.0036940232520520336,0.2062209698679166,0,0,1.562117307704533,0.2287402873478348
3,1,11:34:00,12,1594,87,10,0,0,BUF,-1,0,NA,NA,Run,0,NA,NA,0,NA,0,1,middle,NA,NA,NA,0,NA,0,-3,3,NE,BUF,3,3,3,2009,1594,0,0.002670800869006967,0.188146728259458,0.2074886015596692,0.011731037696818202,0.3148213857847507,0.0036124062677046253,0.27152903956259233,0,0,1.7908575950523677,-0.20115621647594661
3,2,10:59:00,11,1559,88,11,0,0,BUF,8,0,NA,NA,Pass,1,Complete,Short,0,right,0,0,NA,NA,NA,NA,0,NA,0,-3,3,NE,BUF,3,3,3,2009,1559,0,0.003112485749662391,0.15564280896055557,0.24117902684939035,0.013865390661746213,0.3619780612984705,0.0038888350935089846,0.22033339138666608,0,0,1.5897013785764211,0.4399958036823901
3,3,10:28:00,11,1528,80,3,0,1,BUF,5,0,NA,NA,Pass,1,Complete,Short,0,right,0,0,NA,NA,NA,NA,0,NA,0,-3,3,NE,BUF,3,3,3,2009,1528,0,0.003101367404145925,0.1400218691933969,0.23215161525623973,0.008463783822223209,0.33056225960186253,0.003653600950693173,0.28204550377143855,0,0,2.0296971822588112,0.0032107190689756315
3,1,09:49:00,10,1489,75,10,0,0,BUF,-4,0,NA,NA,Run,0,NA,NA,0,NA,0,1,left,end,NA,NA,0,NA,0,-3,3,NE,BUF,3,3,3,2009,1489,0,0.0033139228878280563,0.23700917668872235,0.16746158487527638,0.004318991017863852,0.24699279671821592,0.003642309313949677,0.3372612184981438,0,0,2.032907901327787,-0.3587394432420279
3,2,09:12:00,10,1452,79,14,0,0,BUF,6,0,NA,NA,Pass,1,Complete,Short,0,left,0,0,NA,NA,NA,NA,0,NA,0,-3,3,NE,BUF,3,3,3,2009,1452,0,0.004216570928501673,0.19790701458924145,0.21421348521015923,0.0076043335930675434,0.315683187966207,0.004026122092621643,0.2563492856202015,0,0,1.674168458085759,0.06868122652188902
3,3,08:27:00,9,1407,73,8,0,1,BUF,11,0,NA,NA,Pass,1,Complete,Short,0,left,0,0,NA,NA,NA,NA,0,NA,0,-3,3,NE,BUF,3,3,3,2009,1407,0,0.004593075946296973,0.18331739466207653,0.22417381397569527,0.005506361625435334,0.31882940380337205,0.004370766679333333,0.25920918330779036,0,0,1.742849684607648,0.491689702651827
3,1,08:01:00,9,1381,62,10,0,1,BUF,18,0,NA,NA,Pass,1,Complete,Deep,0,middle,0,0,NA,NA,NA,NA,0,NA,0,-3,3,NE,BUF,3,3,3,2009,1381,0,0.0038484710396393877,0.2862533772001032,0.1248795529360528,0.0013785394993558902,0.17886111629330154,0.003465509774670732,0.4013134332568765,0,0,2.234539387259475,0.21018271666082233
3,1,07:16:00,8,1336,44,10,0,0,BUF,3,0,NA,NA,Run,0,NA,NA,0,NA,0,1,right,guard,NA,NA,0,NA,0,-3,3,NE,BUF,3,3,3,2009,1336,0,0.002857560413353705,0.340007701737596,0.07624238313254528,2.6812133020717336e-4,0.10743516561294388,0.003104429308536464,0.47008463846481735,0,0,2.4447221039202973,-0.2900542261654713
3,2,06:41:00,7,1301,41,7,0,0,BUF,5,0,NA,NA,Pass,1,Complete,Short,0,left,0,0,NA,NA,NA,NA,0,NA,0,-3,3,NE,BUF,3,3,3,2009,1301,0,0.003257620282478868,0.36321247224621384,0.07998165525785708,3.5925894354760246e-4,0.11231691970565949,0.0032543712905330853,0.43761770227371005,0,0,2.154667877754826,-0.1591228966518483
3,3,06:04:00,7,1264,36,2,0,0,BUF,0,0,NA,NA,Pass,1,Incomplete Pass,Short,0,left,0,0,NA,NA,NA,NA,0,NA,0,-3,3,NE,BUF,3,3,3,2009,1264,0,0.0034537742373377056,0.3886219722824673,0.07389913909880759,3.4470474374216826e-4,0.10230831216711089,0.002981501888176631,0.42839059558235776,0,0,1.9955449811029777,-1.4257982411595438
3,4,06:00:00,6,1260,36,2,0,1,BUF,0,0,NA,NA,Pass,1,Incomplete Pass,Short,0,right,0,0,NA,NA,NA,NA,0,NA,0,-3,3,NE,BUF,3,3,3,2009,1260,0,0.005197154043909875,0.45954380056206473,0.12032371986230936,9.023000599883151e-4,0.1687625663756835,0.005567846205039028,0.23970261289100525,0,0,0.5697467399434339,-2.7066449335807423
3,1,02:27:00,3,1047,77,10,0,0,BUF,7,0,NA,NA,Pass,1,Complete,Short,0,middle,0,0,NA,NA,NA,NA,0,NA,0,-6,6,NE,BUF,3,3,3,2009,1047,0,0.024986021973762908,0.21468680140477142,0.1749852313122064,0.0048771735859368965,0.24341228680364607,0.0031817699521399846,0.33387071496753623,0,0,2.0455243231476863,0.26370595262173024
3,2,01:41:00,2,1001,70,3,0,1,BUF,10,0,NA,NA,Pass,1,Complete,Short,0,right,0,0,NA,NA,NA,NA,0,NA,0,-6,6,NE,BUF,3,3,3,2009,1001,0,0.027309217340384256,0.21465775520629082,0.15981711563386786,0.0030397094831224733,0.21404058199037634,0.0031910698709910735,0.3779445504749673,0,0,2.3092302757694165,0.2894338692081164
3,1,01:13:00,2,973,45,10,0,0,BUF,9,0,NA,NA,Run,0,NA,NA,0,NA,0,1,left,tackle,NA,NA,0,NA,0,-6,6,NE,BUF,3,3,3,2009,973,0,0.01550788619215099,0.31416014119110475,0.07851419764999573,2.882776607244097e-4,0.10655769566336677,0.0028569582025585634,0.48211484344009886,0,0,2.598664144977533,0.46966579630953564
3,2,00:27:00,1,927,36,1,0,0,BUF,6,0,NA,NA,Pass,1,Complete,Short,0,right,0,0,NA,NA,NA,NA,0,NA,0,-6,6,NE,BUF,3,3,3,2009,927,0,0.01434165989745014,0.30585815650817527,0.053631256996400443,1.5872028745355306e-4,0.06918330295392049,0.002212053108278491,0.5546148502483217,0,0,3.0683299412870686,-0.3163920418533914
4,1,15:00:00,15,900,30,10,0,0,BUF,1,0,NA,NA,Run,0,NA,NA,0,NA,0,1,middle,NA,NA,NA,0,NA,0,-6,6,NE,BUF,3,3,3,2009,900,0,0.013220372755856047,0.34356887433630634,0.049319405715984165,6.940413260206275e-5,0.06567766408109914,0.002454756457516844,0.5256895225206354,0,0,2.751937899433677,-0.5019136400822091
4,2,14:21:00,15,861,29,9,0,0,BUF,6,0,NA,NA,Pass,1,Complete,Short,0,left,0,0,NA,NA,NA,NA,0,NA,0,-6,6,NE,BUF,3,3,3,2009,861,0,0.016332134138689898,0.38168305595105556,0.055910161794503165,1.3234196810057135e-4,0.07511588910537714,0.0026624884083401813,0.46816392863393336,0,0,2.250024259351468,-0.5927963145664343
4,3,13:43:00,14,823,23,3,0,1,BUF,7,0,NA,NA,Pass,1,Complete,Short,0,left,0,0,NA,NA,NA,NA,0,NA,0,-6,6,NE,BUF,3,3,2,2009,823,0,0.016945045204553366,0.4497011666191322,0.04955757045504597,1.2193663522117426e-4,0.06662258002497418,0.002585901100672978,0.4144657999604002,0,0,1.6572279447850338,1.1918578209115733
4,1,13:20:00,14,800,16,10,0,0,BUF,-3,0,NA,NA,Run,0,NA,NA,0,NA,0,1,right,tackle,NA,NA,0,NA,0,-6,6,NE,BUF,3,3,2,2009,800,0,0.012516936916710613,0.36138668809212593,0.030911616973989902,1.76423201151844e-5,0.04019356147928827,0.0020406007600968215,0.5529329534576732,0,0,2.849085765696607,-0.763547591657078
4,2,12:37:00,13,757,19,13,0,0,BUF,8,0,NA,NA,Pass,1,Complete,Short,0,middle,0,0,NA,NA,NA,NA,0,NA,0,-6,6,NE,BUF,3,3,2,2009,757,0,0.018067854630142696,0.41826110153920365,0.0413887858341861,5.8397969718643434e-5,0.05503373062458768,0.0023848523150696273,0.4648052770870915,0,0,2.085538174039529,-1.0614568567216884
4,3,11:52:00,12,712,11,5,0,0,BUF,0,0,NA,NA,Pass,1,Incomplete Pass,Short,0,middle,0,0,NA,NA,NA,NA,0,NA,0,-6,6,NE,BUF,3,3,2,2009,712,0,0.017916104447296737,0.5355647392450561,0.033536148842153404,4.567538373169691e-5,0.04510776159136235,0.00239254355668941,0.3654370269337103,0,0,1.0240813173178407,1.7710497714060827
4,4,11:47:00,12,707,11,5,0,0,BUF,0,0,NA,NA,Field Goal,0,NA,NA,0,NA,0,0,NA,NA,Good,28,0,NA,0,-6,6,NE,BUF,3,3,2,2009,707,0,0.004215654506979949,0.0097061221866576175,1.1120090461037689e-4,0.012696531007911464,0.9655743933863427,0.007449658412603223,2.464395948947096e-4,0,0,2.7951310887239234,0.20486891127607665
4,1,05:25:00,6,325,81,10,0,0,BUF,4,0,NA,NA,Pass,1,Complete,Short,0,middle,0,0,NA,NA,NA,NA,0,NA,0,-10,10,NE,BUF,3,3,2,2009,325,0,0.38496424798079787,0.10695699839369113,0.11274802424047627,0.004068843656032692,0.1503608472777512,0.0018347546995474775,0.23906628375170344,0,0,1.553367088240018,-0.026799082808323105
